sector,area_m2,pisos,habitaciones,banos,antiguedad,garaje,precio
La Carolina,148.6,3,5,2,4,1,263274.59
Carapungo,208.1,2,3,1,1,1,173969.5
La Carolina,91.5,2,2,2,6,0,128372.86
Centro Historico,123.7,2,4,3,6,1,126868.12
Conocoto,145.8,2,4,2,13,1,135634.25
Centro Norte,132.4,2,3,1,3,1,212194.4
Centro Norte,111.5,3,2,2,2,1,145345.27
Conocoto,132.2,2,5,3,1,1,137709.9
Calderon,150.2,1,3,2,0,1,132749.9
Carapungo,139.5,1,3,2,1,0,88402.81
Calderon,110.7,2,3,3,3,1,79626.3
Cumbaya,127.8,2,2,2,20,1,230716.37
Calderon,148.6,2,3,2,18,1,112306.73
Conocoto,118.3,1,3,2,2,1,112914.15
Tumbaco,142.9,3,2,4,0,0,142505.4
Centro Historico,116.9,2,3,2,5,1,102639.02
Calderon,104.0,2,3,2,2,1,64139.9
Centro Norte,113.1,2,2,3,0,1,128099.94
Tumbaco,187.2,2,3,2,2,1,250975.16
Conocoto,182.7,1,5,3,6,1,155143.81
Quitumbe,80.7,2,4,2,6,0,84249.54
Carapungo,88.5,1,3,2,13,1,58139.3
Carapungo,84.1,2,3,3,7,1,40087.83
Centro Historico,99.0,1,3,1,6,1,80122.17
Conocoto,166.3,2,2,1,6,1,134430.64
Centro Norte,173.5,2,4,3,1,1,229754.17
Cumbaya,127.3,3,5,4,0,0,203498.39
Calderon,114.2,3,3,4,0,1,83835.12
Conocoto,154.9,2,2,1,8,1,138462.39
Centro Historico,114.6,1,2,3,9,1,90858.53
Cumbaya,178.8,2,3,2,34,1,209046.19
Tumbaco,170.4,2,1,2,1,1,187893.58
Quitumbe,45.0,2,3,2,8,1,27985.64
Tumbaco,171.6,1,3,4,2,1,226612.17
Tumbaco,208.9,2,2,2,11,0,273533.0
Tumbaco,144.3,1,2,2,1,1,174031.0
Conocoto,191.0,1,2,2,5,1,151721.81
Tumbaco,165.4,1,3,1,1,1,238223.29
Centro Norte,148.5,1,2,2,9,0,188707.76
Carapungo,100.0,1,5,2,14,1,55880.19
Cumbaya,72.6,3,3,2,5,1,123062.68
Tumbaco,94.0,3,4,4,1,0,129132.66
Centro Norte,184.0,1,2,3,5,1,273473.14
Calderon,221.5,2,4,3,3,1,129099.82
Gonzalez Suarez,201.0,2,4,2,7,1,359247.69
Cumbaya,142.6,1,4,2,14,1,242843.34
Gonzalez Suarez,140.2,2,3,3,10,1,299323.32
Centro Norte,144.7,2,3,2,5,1,191682.27
Quitumbe,182.8,1,3,2,2,1,122202.82
Centro Norte,154.1,2,3,2,3,0,225100.53
Tumbaco,141.2,2,4,3,6,1,147632.01
La Carolina,199.4,1,3,2,1,0,360854.69
Centro Norte,240.0,2,2,1,0,1,341339.64
Gonzalez Suarez,85.1,2,3,1,1,1,162577.23
Centro Historico,130.9,1,1,1,3,1,120160.92
Centro Historico,169.4,2,5,2,5,1,157516.15
Centro Norte,152.3,3,3,4,18,1,221155.81
Centro Historico,77.6,1,2,3,7,0,52449.48
Tumbaco,93.6,3,4,3,3,1,155754.9
Centro Historico,176.1,1,3,2,13,0,131067.45
Gonzalez Suarez,77.2,2,2,3,5,1,108234.2
Calderon,121.5,2,2,3,2,1,84327.6
Quitumbe,140.0,1,3,1,22,0,91499.81
Conocoto,131.1,2,4,2,1,1,157292.69
Tumbaco,106.2,3,2,1,8,1,160418.44
Cumbaya,128.7,1,1,2,2,1,177244.16
Cumbaya,143.6,2,3,2,1,1,215326.95
Cumbaya,173.0,3,3,2,0,0,274761.65
Calderon,123.9,3,3,2,21,1,84501.91
Centro Historico,175.0,1,2,3,3,1,176602.81
La Carolina,228.7,2,3,3,23,1,358796.55
Cumbaya,101.3,1,3,2,7,0,176487.7
Gonzalez Suarez,146.7,3,2,2,15,0,190555.78
Centro Norte,163.3,1,3,3,0,1,173645.98
Centro Historico,137.7,1,3,1,1,1,117048.52
Centro Norte,122.0,1,3,1,2,1,144658.44
Quitumbe,145.0,1,4,4,10,1,120704.89
Quitumbe,263.3,2,4,2,21,1,168373.7
Centro Norte,167.9,2,4,3,14,1,178880.32
Gonzalez Suarez,76.4,2,3,4,14,1,144687.7
Conocoto,74.0,1,5,2,3,1,58959.92
Centro Historico,295.6,2,3,2,2,1,277925.73
Centro Historico,164.3,2,5,4,8,1,149480.25
Quitumbe,207.1,2,2,3,0,1,157657.92
Conocoto,199.6,1,4,2,1,1,180746.12
Carapungo,256.7,1,5,2,0,1,153412.31
Conocoto,139.7,1,4,2,7,0,108952.92
Cumbaya,138.3,2,3,2,5,1,274196.27
Centro Norte,167.6,3,2,3,2,1,225321.52
Calderon,119.2,2,5,3,0,1,96821.29
Centro Historico,149.0,2,4,3,2,0,141976.06
Gonzalez Suarez,110.7,3,3,2,4,1,223483.59
Tumbaco,167.3,1,3,3,8,1,215455.93
Cumbaya,123.7,2,2,1,4,1,188413.61
Conocoto,103.5,3,2,2,2,1,85697.68
Cumbaya,147.6,1,2,2,3,1,302333.0
Quitumbe,50.9,2,2,4,0,1,32885.49
Gonzalez Suarez,157.2,2,3,2,3,1,249658.51
Centro Norte,136.1,2,2,2,0,1,162177.26
Gonzalez Suarez,252.8,3,2,2,9,1,429781.31
Cumbaya,45.0,2,4,2,4,1,70080.36
Conocoto,144.0,2,3,2,7,1,101907.52
Tumbaco,101.8,3,2,2,7,0,110802.03
Centro Historico,156.6,2,3,4,0,1,151109.0
Centro Historico,112.8,2,3,2,3,1,100643.52
La Carolina,157.6,3,3,2,0,1,259181.02
Centro Historico,121.9,1,3,2,1,1,102710.59
Cumbaya,237.4,2,4,4,11,0,437046.37
Calderon,181.9,1,3,2,2,1,137819.95
Quitumbe,168.6,2,4,3,2,1,150251.18
Centro Historico,254.6,3,3,1,1,1,237893.53
La Carolina,98.8,2,5,3,23,1,126009.33
Centro Norte,45.0,1,2,3,0,0,50108.65
Centro Norte,101.8,2,4,1,6,1,150725.03
Centro Historico,156.4,2,4,2,3,1,133365.19
La Carolina,153.4,3,5,2,11,0,200594.17
La Carolina,162.8,1,3,3,2,1,212310.3
Calderon,107.9,1,2,2,21,1,81325.63
Conocoto,107.8,1,3,2,7,1,89769.69
Conocoto,174.5,3,3,1,10,1,191350.09
Conocoto,116.7,2,1,4,6,1,121998.69
La Carolina,149.8,3,1,2,41,1,216554.05
La Carolina,133.3,2,4,3,23,1,201469.11
Centro Historico,156.7,1,3,2,7,1,126323.55
Conocoto,125.1,2,2,3,0,1,109846.65
Calderon,139.9,2,2,2,10,0,75490.6
La Carolina,151.2,1,3,1,7,0,231414.02
Gonzalez Suarez,170.4,1,4,3,0,1,353457.37
Conocoto,132.0,1,3,3,4,1,115272.14
La Carolina,143.7,3,4,2,3,1,196189.16
Centro Historico,160.7,2,2,2,1,1,128826.21
Conocoto,174.0,2,2,2,0,1,186287.01
La Carolina,214.5,1,4,4,26,0,273953.58
Gonzalez Suarez,138.3,2,1,2,0,1,227047.99
Conocoto,181.4,1,3,4,0,1,168318.95
Conocoto,162.1,3,3,3,1,0,145883.68
Calderon,175.8,1,5,3,2,1,115763.24
Quitumbe,172.1,1,2,3,3,1,143961.25
Carapungo,189.6,2,3,2,3,1,108453.72
Quitumbe,106.1,2,4,3,1,1,82176.08
La Carolina,188.2,1,3,4,16,0,219083.51
Cumbaya,122.4,1,3,2,1,1,252825.76
La Carolina,101.3,2,1,2,20,1,173691.66
Centro Norte,163.9,2,3,3,0,1,235865.42
Gonzalez Suarez,66.1,1,3,3,8,1,131893.48
Gonzalez Suarez,118.2,1,4,3,7,1,259755.1
Calderon,115.3,3,4,1,4,1,93901.86
Gonzalez Suarez,99.4,3,3,3,0,1,175352.55
Gonzalez Suarez,170.4,3,3,3,4,1,310842.99
Gonzalez Suarez,165.6,2,4,3,4,1,280381.16
Centro Norte,117.1,2,3,2,2,1,142813.24
Conocoto,45.0,2,3,2,0,1,42154.34
Conocoto,86.5,1,3,1,3,1,79428.0
Centro Historico,106.3,2,4,2,8,1,81519.6
Centro Historico,131.5,1,3,3,3,1,120290.19
Conocoto,90.4,2,5,4,1,1,71975.94
Carapungo,101.7,2,2,2,6,0,60728.08
Tumbaco,205.5,3,1,2,15,1,247090.95
Gonzalez Suarez,219.4,3,3,2,0,1,482027.17
Centro Norte,130.4,1,2,2,9,1,174624.73
Quitumbe,142.8,2,5,2,2,0,95408.31
Conocoto,142.7,2,3,3,26,1,140371.54
Conocoto,147.1,2,3,2,1,1,154172.05
La Carolina,103.3,2,4,1,2,1,179340.19
Calderon,110.8,1,2,2,2,1,64820.67
Calderon,153.4,2,4,2,0,1,114990.01
Calderon,199.3,3,4,2,4,1,148134.27
La Carolina,205.8,2,3,4,14,1,371922.86
Quitumbe,106.7,3,4,2,1,1,71685.53
Gonzalez Suarez,129.1,2,3,3,5,1,196247.95
Quitumbe,45.0,3,3,2,1,1,35512.31
Centro Norte,59.5,2,4,3,3,1,75726.2
Conocoto,176.6,2,2,1,5,1,164434.97
Conocoto,142.5,1,4,3,5,1,120773.58
Calderon,184.3,1,3,3,1,1,132606.32
Centro Norte,181.7,2,1,3,9,1,187193.36
Calderon,94.9,2,2,2,7,1,52180.82
Tumbaco,115.1,2,2,1,1,1,130332.44
Quitumbe,126.5,2,3,2,0,1,84195.33
Tumbaco,79.2,3,5,1,4,0,117789.12
Calderon,45.0,2,4,3,15,0,30515.01
Centro Norte,149.4,1,1,3,13,1,181589.58
Conocoto,83.7,2,1,1,7,1,65787.37
Gonzalez Suarez,91.6,1,2,1,0,1,133067.23
Tumbaco,170.3,1,4,1,10,1,188019.34
La Carolina,187.3,2,3,2,5,1,369393.99
Conocoto,212.3,1,3,1,18,1,141603.07
Calderon,87.4,1,4,4,0,0,48929.13
Centro Norte,154.5,1,3,2,1,1,177557.63
Gonzalez Suarez,217.7,3,3,3,0,1,422635.11
Centro Norte,121.6,1,3,3,8,1,139712.69
Centro Norte,45.0,2,2,2,13,1,50029.17
Quitumbe,172.9,3,2,1,3,1,140232.8
Gonzalez Suarez,103.8,1,3,3,20,1,197725.6
Centro Historico,130.3,2,4,4,3,1,114201.22
Quitumbe,104.1,2,3,2,9,1,72341.07
Centro Historico,189.4,2,3,3,4,1,128570.48
Quitumbe,116.8,2,3,2,0,1,96109.4
Gonzalez Suarez,154.8,2,3,3,4,1,233189.96
Quitumbe,166.8,2,3,3,1,1,133016.9
Gonzalez Suarez,145.9,1,4,1,3,1,249918.95
Centro Norte,156.1,2,3,2,1,1,247119.08
Gonzalez Suarez,177.1,2,3,4,1,1,367918.49
Cumbaya,224.4,2,3,2,28,1,325385.38
Centro Norte,177.3,1,3,2,5,0,196488.66
Gonzalez Suarez,216.8,2,4,3,0,1,545432.69
La Carolina,134.9,2,4,2,13,1,186222.8
Carapungo,235.1,2,2,2,7,0,183617.08
Carapungo,73.2,2,4,3,7,0,47682.76
Quitumbe,128.3,2,3,2,3,0,78834.62
Tumbaco,98.1,1,4,2,32,1,107358.76
Carapungo,155.5,3,3,2,9,1,99626.19
Conocoto,107.5,2,3,2,8,1,103755.92
Centro Norte,123.5,2,3,3,25,1,170711.99
Gonzalez Suarez,166.5,1,3,2,1,1,228188.53
Centro Norte,138.7,2,4,3,3,1,201658.57
Centro Norte,131.7,1,4,4,2,1,157375.16
Cumbaya,170.3,1,5,3,4,1,371424.5
Centro Norte,127.6,1,3,3,4,1,167509.45
La Carolina,157.6,3,3,3,0,1,278441.84
Centro Norte,212.3,2,3,2,8,1,245825.62
Centro Norte,189.6,2,4,2,2,1,236870.98
Carapungo,180.6,1,3,2,2,0,98672.73
La Carolina,138.1,1,2,2,3,1,190899.05
Gonzalez Suarez,187.4,2,4,2,5,0,299645.85
Carapungo,45.0,1,4,2,8,1,30393.56
Centro Historico,232.3,1,5,1,5,0,159548.27
Cumbaya,101.8,2,3,2,3,0,202859.52
Quitumbe,135.6,2,3,1,0,0,109179.92
Gonzalez Suarez,110.8,1,3,1,10,0,194879.41
Conocoto,194.2,2,3,2,21,1,183624.96
Cumbaya,127.6,1,3,3,8,0,237364.14
Cumbaya,162.3,2,2,2,0,1,288206.56
Gonzalez Suarez,234.1,1,4,1,0,1,484176.3
Centro Historico,136.2,2,3,2,4,0,83457.36
Calderon,155.9,2,3,3,4,1,119178.93
La Carolina,123.5,1,2,3,17,1,168037.76
Tumbaco,202.5,2,2,4,4,1,227576.31
Cumbaya,182.9,2,3,1,2,0,329114.16
Centro Norte,102.8,1,3,2,19,1,143813.17
La Carolina,103.7,1,4,4,11,1,140566.58
Quitumbe,164.6,2,3,4,2,1,107505.76
Gonzalez Suarez,120.5,3,1,3,15,1,225053.49
Tumbaco,196.7,2,2,2,7,1,203543.69
Tumbaco,149.2,1,3,1,9,0,148454.96
La Carolina,231.9,3,3,2,10,1,300738.49
Gonzalez Suarez,123.6,2,4,2,6,0,241756.05
Carapungo,150.6,2,5,2,0,0,88341.14
Carapungo,148.8,2,2,2,1,0,87819.54
Quitumbe,204.7,2,5,2,0,1,186213.62
Calderon,173.9,3,3,2,18,1,123819.23
Tumbaco,155.1,1,5,2,3,1,138034.72
Quitumbe,168.3,2,3,2,17,1,124868.62
Gonzalez Suarez,74.2,2,3,3,2,1,151624.0
La Carolina,224.5,3,5,3,0,1,413114.34
Tumbaco,80.9,2,2,2,0,1,88875.38
Centro Norte,45.0,1,4,2,18,1,51903.83
Conocoto,156.0,1,3,2,5,1,148893.06
Tumbaco,92.5,2,3,1,4,1,95452.54
Tumbaco,183.6,2,2,2,2,0,213044.9
Centro Norte,221.0,1,4,2,1,1,330533.6
Quitumbe,166.0,2,3,2,0,1,130488.58
La Carolina,45.0,2,3,1,5,1,68616.26
Calderon,191.4,2,2,3,6,0,101029.58
Centro Norte,195.0,2,4,2,0,1,266488.9
Carapungo,188.4,2,2,1,1,1,126051.54
Centro Historico,140.2,2,2,2,5,1,136241.9
Centro Historico,133.2,2,3,4,0,1,115084.42
Carapungo,124.5,1,4,2,5,1,76445.99
Cumbaya,115.0,1,3,2,1,1,198200.13
Quitumbe,49.9,3,4,2,1,0,30182.74
Centro Historico,142.4,2,2,2,17,1,115187.61
Tumbaco,99.9,2,2,3,3,1,98771.45
Tumbaco,203.2,2,4,2,3,1,247142.51
Conocoto,76.2,1,4,3,16,1,77722.72
Gonzalez Suarez,82.4,1,4,2,10,1,117990.12
Cumbaya,106.0,1,3,2,16,0,160799.44
Cumbaya,88.7,2,3,1,21,1,161972.61
Cumbaya,75.1,2,3,3,8,1,100675.21
La Carolina,96.1,2,3,3,11,0,141093.35
La Carolina,138.7,2,4,2,16,1,207581.32
La Carolina,95.6,2,2,4,29,1,126383.64
Centro Norte,151.3,1,2,3,4,0,223200.47
Centro Norte,45.0,1,2,2,10,1,46385.23
Carapungo,89.7,3,3,4,11,1,54734.87
Gonzalez Suarez,156.7,1,3,2,1,1,333697.38
Tumbaco,193.0,1,3,3,14,1,233697.39
Gonzalez Suarez,185.2,2,5,3,15,0,305234.15
Gonzalez Suarez,99.9,1,3,3,8,1,157891.25
Cumbaya,76.0,1,2,3,1,1,119857.54
Tumbaco,204.9,1,3,2,18,1,187782.94
Centro Historico,188.3,1,5,1,10,1,145640.95
Centro Norte,147.9,1,3,2,6,0,164302.79
Gonzalez Suarez,151.4,2,3,1,4,1,261904.18
Cumbaya,181.1,1,3,2,2,1,281305.01
Carapungo,203.2,1,3,1,1,0,116677.22
Centro Norte,216.0,1,5,4,5,1,292011.66
Gonzalez Suarez,154.4,3,2,1,5,1,306177.9
Centro Historico,126.3,2,5,4,11,1,124732.35
Carapungo,189.6,2,4,1,0,0,114557.56
Tumbaco,220.6,3,4,2,5,1,303032.07
Gonzalez Suarez,148.1,1,3,2,2,1,303478.12
Centro Historico,124.3,1,5,2,0,1,134121.69
Centro Historico,89.5,1,2,3,3,1,71845.91
Conocoto,182.8,2,3,1,0,1,165905.46
Cumbaya,89.0,1,5,3,9,1,170810.68
Gonzalez Suarez,185.0,1,2,2,7,1,296331.82
Cumbaya,163.0,2,2,2,7,1,282541.68
Cumbaya,55.3,3,3,3,2,1,87572.84
Gonzalez Suarez,182.7,2,4,2,11,1,303088.61
Conocoto,126.8,2,3,2,6,1,89905.12
La Carolina,106.8,1,4,4,0,1,143315.31
Quitumbe,199.8,2,3,4,0,1,142378.14
La Carolina,70.8,3,5,1,21,1,122668.81
Cumbaya,181.9,2,5,2,5,1,353422.32
La Carolina,174.7,1,5,3,1,1,266613.02
Gonzalez Suarez,135.5,2,4,4,3,0,212560.95
Centro Historico,136.5,2,2,2,10,0,106293.37
Calderon,149.1,2,4,3,6,1,92465.91
Conocoto,62.3,2,2,2,10,0,64521.87
Conocoto,172.2,2,2,1,11,0,121996.76
Carapungo,117.7,2,5,1,1,1,74472.65
Centro Norte,226.1,2,2,1,5,0,248164.45
Conocoto,168.7,2,5,1,8,0,160286.64
Cumbaya,113.6,2,2,3,26,1,187334.26
Quitumbe,64.5,1,2,3,5,1,60254.02
Gonzalez Suarez,263.7,1,2,2,1,1,482314.47
Tumbaco,150.7,1,3,2,6,1,156815.83
Centro Historico,175.1,2,2,3,4,1,169328.38
Tumbaco,91.1,1,5,3,0,1,120658.43
Tumbaco,178.2,2,2,1,1,1,184094.4
Conocoto,186.4,2,3,2,3,0,136299.35
Centro Historico,108.3,1,4,3,8,1,79988.35
Conocoto,183.9,2,2,2,0,1,141742.0
Centro Historico,136.8,3,3,3,2,1,111616.78
Tumbaco,137.6,3,2,4,8,1,193593.92
Tumbaco,108.2,2,4,2,6,0,98949.09
La Carolina,119.4,2,1,3,2,1,211908.9
Gonzalez Suarez,195.7,1,3,2,1,1,328370.46
Centro Historico,112.5,2,5,2,5,0,97373.55
Cumbaya,98.4,1,3,1,3,1,155412.54
Centro Norte,122.6,1,2,3,0,0,162870.38
La Carolina,190.0,1,2,3,7,1,309828.45
Centro Historico,136.9,3,2,3,7,1,134991.46
Quitumbe,129.4,2,2,2,1,1,94974.03
Carapungo,167.3,1,3,2,11,1,92825.21
La Carolina,111.3,2,4,2,3,1,178888.09
Centro Historico,76.9,2,5,4,3,1,70836.5
Quitumbe,116.0,2,4,3,19,1,88665.1
Centro Norte,129.7,3,3,2,0,0,204473.39
La Carolina,121.1,2,3,1,5,1,183447.3
Carapungo,129.0,2,3,2,1,1,72393.1
Cumbaya,164.5,2,3,2,6,0,251025.45
Cumbaya,65.5,2,4,3,2,1,102792.12
Gonzalez Suarez,154.7,3,3,2,0,1,282422.98
La Carolina,89.1,1,3,2,26,1,140405.03
Tumbaco,135.6,3,3,2,7,1,166570.18
Calderon,111.5,1,3,2,22,1,60000.34
Gonzalez Suarez,116.5,1,5,4,9,1,181608.37
Centro Historico,153.7,3,2,1,9,1,99979.07
Carapungo,161.7,3,3,3,5,1,96359.02
Quitumbe,189.1,2,2,2,18,1,141286.72
Cumbaya,208.6,2,3,4,2,1,395037.65
Conocoto,153.3,2,5,2,6,1,135611.05
Gonzalez Suarez,145.9,2,4,2,19,1,288122.88
Cumbaya,187.9,3,2,2,10,1,298779.4
Centro Historico,45.0,2,2,2,10,1,34433.85
Cumbaya,108.9,3,3,3,0,0,152650.21
Conocoto,77.8,1,4,1,9,1,90284.72
Conocoto,126.3,1,2,2,3,1,129638.49
Cumbaya,175.7,3,3,1,20,1,283142.19
Calderon,129.7,1,2,3,2,0,93907.05
Centro Norte,157.1,2,1,2,11,1,224179.63
Gonzalez Suarez,181.4,2,2,3,1,1,397740.62
Cumbaya,103.7,2,2,1,0,1,151305.59
Cumbaya,63.1,2,3,2,2,1,138016.31
Centro Historico,192.2,1,1,3,9,1,172177.01
Carapungo,122.7,1,2,2,6,1,74574.64
Quitumbe,147.6,1,2,3,2,1,111610.37
Quitumbe,77.1,3,1,3,15,1,51352.02
Quitumbe,225.7,1,3,1,26,1,130716.45
Calderon,149.7,2,3,2,13,1,88583.62
Conocoto,104.2,1,3,2,7,1,104621.52
Cumbaya,320.0,1,5,2,4,1,495524.34
Conocoto,190.9,2,4,3,6,0,158330.8
Centro Historico,162.8,1,3,2,1,1,134556.32
Centro Norte,132.2,2,2,4,12,1,141624.25
Quitumbe,140.0,3,2,1,2,0,99032.45
Calderon,147.1,2,2,2,0,1,125247.79
Calderon,171.9,1,3,1,0,1,101867.79
Cumbaya,105.3,1,2,2,0,1,160425.35
Centro Norte,153.1,2,5,4,4,1,271752.14
Centro Historico,163.5,2,5,2,33,1,111577.73
Conocoto,139.8,2,4,4,6,1,159315.11
Carapungo,195.9,2,3,2,18,0,103713.96
Tumbaco,173.4,1,5,1,24,0,168017.39
Calderon,125.6,3,2,3,17,1,91794.29
La Carolina,133.4,2,4,1,5,0,248876.55
Centro Norte,144.0,2,3,1,17,1,163137.02
Calderon,186.2,2,3,2,9,0,102168.2
Cumbaya,62.7,3,4,3,4,0,98508.2
Tumbaco,96.5,1,4,2,5,0,83504.2
Centro Historico,131.0,1,2,1,4,1,85685.54
Gonzalez Suarez,111.7,3,2,4,1,1,225027.94
Centro Historico,66.8,2,3,1,3,0,60094.52
Tumbaco,232.1,1,2,2,7,1,249432.5
Centro Norte,100.7,1,3,1,0,0,96080.36
Gonzalez Suarez,181.8,3,3,1,13,1,390098.81
Centro Norte,120.0,3,3,4,11,1,133045.12
Carapungo,91.7,2,1,2,9,1,60642.2
Centro Historico,178.6,2,3,2,25,0,171023.44
Tumbaco,52.0,1,4,2,6,1,51603.64
Tumbaco,74.3,1,3,2,2,1,96059.34
Cumbaya,196.6,1,2,2,11,1,316221.96
Gonzalez Suarez,152.6,3,4,3,2,1,266287.11
Tumbaco,157.5,2,2,1,9,1,212881.89
Centro Norte,106.1,1,2,2,0,1,139257.99
Quitumbe,197.9,2,4,1,21,1,118604.19
Quitumbe,148.9,1,2,1,0,1,103017.64
Quitumbe,85.6,2,3,2,14,1,61381.99
Conocoto,126.0,2,3,3,2,1,120507.5
Conocoto,196.1,2,3,1,4,0,213355.54
Conocoto,121.7,1,2,2,0,1,115906.1
Gonzalez Suarez,271.4,2,2,2,5,1,568425.88
Carapungo,175.0,2,4,3,0,1,101768.5
Quitumbe,202.8,1,3,2,1,0,119696.92
Tumbaco,103.4,2,4,4,5,0,120747.05
Quitumbe,217.0,2,3,3,0,0,165867.87
Quitumbe,110.9,1,3,2,1,1,76339.42
Tumbaco,138.5,3,3,3,3,1,199873.69
Calderon,169.1,3,3,4,1,1,122119.52
Carapungo,123.8,1,3,3,4,1,63818.12
Gonzalez Suarez,66.9,3,3,2,13,1,97564.2
Carapungo,84.3,1,3,1,24,1,40471.99
Gonzalez Suarez,142.3,2,3,1,12,0,265694.49
La Carolina,152.9,3,2,2,14,1,205511.56
Carapungo,45.0,2,3,3,4,1,30421.49
Tumbaco,105.6,3,2,2,0,1,140406.68
Gonzalez Suarez,141.5,2,2,2,10,1,311409.75
Calderon,117.9,1,5,2,20,1,76340.48
Quitumbe,230.5,1,5,2,28,1,139439.48
Gonzalez Suarez,112.5,1,3,2,3,0,226574.58
La Carolina,247.2,1,3,1,7,0,303672.67
Conocoto,45.0,3,1,2,0,1,37498.04
Centro Historico,145.0,1,5,2,12,1,144248.39
Gonzalez Suarez,87.4,2,2,3,12,1,132483.44
Tumbaco,50.7,1,2,3,3,1,54284.08
Calderon,94.7,1,1,2,0,1,57842.01
Centro Historico,169.9,2,2,1,4,1,116658.37
Carapungo,227.6,1,4,2,2,1,147416.74
Conocoto,136.1,2,2,2,12,1,114204.76
Centro Historico,244.9,2,4,2,6,1,216026.32
Quitumbe,125.2,3,4,2,0,1,110063.35
Conocoto,237.7,2,4,2,9,0,237343.04
Gonzalez Suarez,196.5,2,2,1,4,1,373465.51
La Carolina,230.6,1,4,2,0,1,379991.01
Conocoto,109.5,2,3,1,7,1,88130.06
Calderon,165.9,2,2,3,2,1,97426.79
Quitumbe,234.0,1,2,3,3,0,142954.01
Quitumbe,247.8,2,2,2,1,1,136668.04
Cumbaya,203.2,1,3,3,20,1,268028.47
Gonzalez Suarez,117.0,2,5,2,3,1,278989.41
Cumbaya,132.7,2,3,1,1,1,279202.16
Centro Norte,108.7,2,3,2,5,1,134170.37
La Carolina,85.2,2,2,2,1,1,111318.37
Centro Norte,195.1,1,4,1,1,1,291345.46
Cumbaya,70.8,1,3,2,2,1,152871.56
Gonzalez Suarez,75.3,2,2,1,11,1,149579.27
Tumbaco,235.2,2,3,3,2,0,322598.05
Cumbaya,68.6,3,3,2,2,1,106881.7
Carapungo,219.6,3,3,3,7,1,156226.72
Tumbaco,185.3,2,3,3,10,1,242528.48
Cumbaya,147.5,2,3,2,10,1,246955.14
Centro Historico,119.1,2,1,2,1,1,98682.57
Centro Historico,226.1,1,3,2,12,1,197225.67
Tumbaco,101.0,2,4,1,17,1,122476.29
La Carolina,159.3,3,3,4,6,1,220845.87
Centro Historico,227.6,2,4,4,5,1,201682.22
Calderon,266.1,2,3,2,8,0,140953.67
Conocoto,158.8,3,5,2,6,1,133763.53
Cumbaya,125.8,2,3,1,14,1,190962.64
Gonzalez Suarez,45.0,2,3,4,2,1,72437.57
Calderon,199.1,1,3,3,6,1,114961.43
Calderon,185.9,3,3,2,5,1,153109.8
Calderon,88.6,2,3,4,14,0,46207.45
Gonzalez Suarez,72.5,1,3,4,11,1,135963.82
Carapungo,55.2,3,2,1,0,1,31222.76
Carapungo,140.4,1,2,2,4,1,85068.03
Quitumbe,193.7,2,2,3,2,0,123261.13
Conocoto,45.0,2,5,3,6,1,49771.54
La Carolina,150.3,3,3,3,0,1,305579.5
Tumbaco,96.2,1,3,1,12,0,138814.12
Gonzalez Suarez,174.8,2,5,2,2,1,329492.51
Carapungo,162.7,3,2,2,7,1,109422.93
Centro Historico,45.0,2,1,1,1,1,39085.12
Carapungo,64.4,1,2,2,10,0,41240.3
Calderon,127.2,3,5,2,3,1,101924.66
Centro Historico,149.1,1,2,1,1,1,129649.4
Calderon,121.3,3,1,2,18,0,61410.27
Calderon,115.1,2,4,1,22,0,78065.86
Carapungo,210.2,2,3,1,0,1,114079.6
Calderon,229.0,1,3,2,7,0,146128.99
La Carolina,142.4,2,3,1,5,1,212500.7
Cumbaya,68.9,3,2,3,45,0,108241.38
Conocoto,170.4,1,3,3,6,1,111510.6
Gonzalez Suarez,145.5,1,2,2,5,1,241372.26
Tumbaco,212.1,2,4,3,9,1,236090.76
Centro Historico,53.9,2,1,2,3,1,41648.85
Carapungo,137.4,2,3,2,5,1,85911.03
Gonzalez Suarez,170.8,1,1,2,0,1,280252.93
Centro Norte,173.3,1,4,2,5,1,255966.03
Conocoto,160.6,2,3,3,0,0,181194.94
Centro Norte,75.8,3,2,2,1,0,98196.53
Quitumbe,187.3,2,3,1,15,0,136269.4
Tumbaco,127.3,2,5,1,1,1,154327.16
Tumbaco,184.0,2,4,3,0,0,165581.77
Cumbaya,121.7,3,4,3,20,1,172421.95
Carapungo,45.0,1,5,2,19,1,30812.51
Centro Norte,128.6,3,5,2,3,1,174235.84
Gonzalez Suarez,45.0,1,4,1,15,1,70110.85
Carapungo,139.4,2,5,2,14,0,74873.76
Tumbaco,264.8,2,3,3,1,0,373459.82
Tumbaco,137.9,2,4,1,6,1,198598.42
Calderon,128.0,1,4,1,11,1,88704.26
Cumbaya,174.9,1,3,2,19,1,324138.75
Quitumbe,128.6,3,4,4,6,1,89261.08
Tumbaco,120.8,2,3,2,15,1,104207.27
Centro Norte,102.7,2,2,4,7,1,156360.95
Centro Historico,128.9,2,2,2,13,0,121281.79
Cumbaya,100.3,1,4,2,19,0,178439.79
Calderon,138.2,2,5,2,8,1,87181.48
Centro Norte,121.9,2,3,1,9,1,168879.48
Cumbaya,48.2,1,4,4,0,1,106315.7
Centro Historico,220.2,2,3,2,3,1,168277.91
Tumbaco,45.0,2,2,3,11,1,56164.27
Calderon,108.8,2,4,3,4,1,72592.63
